time,open,high,low,close,Volume
1393200000,58446121.13691057,65610507.63531069,56521660.267236546,63394820.82992436,NaN
1393804800,64214022.49266115,81707331.646864,52115583.522366986,55973085.98918399,1506212.34799394
1394409600,55512877.97227536,62723770.47292736,29149864.14581784,53912619.175166935,1422923.18663669
1395014400,49391009.77549034,61007170.40202758,35584100.783582345,49671040.51741989,952158.2329250199
1395619200,42122513.13796795,52581335.89327997,32318332.39991278,36527255.9835598,757866.6896788399
1396224000,36845305.1755844,45862267.26902347,27077782.0712754,33324322.637927115,2149586.8347920603
1396828800,34215385.20224317,35262236.79951755,4267190.944456433,30002695.57097109,612367.44608366
1397433600,30080815.581606068,66043617.88256769,26870473.1467248,50370992.118625,459487.29841233994
1398038400,48665984.28094452,54772238.11689035,36395834.781284176,42268699.588222794,1546914.36545781
1398643200,40499236.276588105,50892997.219385445,36660867.170038424,43023226.70536783,1946698.85420629
1399248000,42388921.715078965,52512261.83340017,36574555.524161756,47828712.642374404,589161.8516305902
1399852800,46871601.134356365,70253792.24504663,42944654.914334,62931074.75332171,1294583.71708276
1400457600,63035898.624664895,106851896.23455752,48844005.36802576,96758605.43136275,1831677.0773957402
1401062400,98104075.0111919,105728811.73353288,54628254.76268764,89391508.21244283,4451079.42834103
1401667200,88756977.4591928,112708267.94662377,66472667.66478102,71488122.29753418,3044092.43964178
1402272000,72352358.44852638,89791543.48585239,65062178.834466,75582445.2530398,1145395.3132245499
1402876800,77272382.68483903,90032871.17385876,66158823.861824,83498429.49768892,925327.92052135
1403481600,83808443.34005708,90096147.73357336,67159579.54601721,73913372.47034098,940335.3125192599
1404086400,73450430.29573314,81512254.96625957,49953492.27523402,57137072.52523759,681662.7507518501
1404691200,57510936.45897899,71229726.22377494,53090110.48932423,59683298.206481665,780775.9479658098
1405296000,59849357.371699005,72226981.66778235,52291410.87521623,62161899.19086807,480435.21981999004
1405900800,62545649.50132778,64423695.83893471,51362971.25478421,53622225.08482437,658913.8918440499
1406505600,53991128.54879923,66529514.63784595,42643260.21467621,56158113.30906718,886068.74316699
1407110400,55144495.040176325,60156089.23137406,44481863.78969153,48515479.62824629,548710.6262023901
1407715200,48470343.77964526,139732834.74126497,30948354.6096148,51768289.5386481,585337.41492406
1408320000,52941154.4898525,107273982.35150783,38360437.25618104,91999964.50926732,919575.6329847099
1408924800,91864551.13126391,170307325.010652,69236961.49612324,90500871.99253468,1120252.97655599
1409529600,90161662.31293452,121160522.26120171,80457457.13641638,101330623.13139348,2409039.2824969906
1410134400,103130003.30459964,144411534.8827033,94116009.99151261,120449244.44422922,2351248.36400978
1410739200,121609644.81847347,131710057.56136562,96978640.76596966,105042227.02570897,2825815.2575889896
1411344000,105571323.33871998,137105119.1199412,101710247.61055599,117613319.796544,1620066.2028104397
1411948800,118077279.11872394,138236357.35348102,83741125.14661026,100658772.1913953,2971118.72646859
1412553600,99932717.8214091,115956343.85711917,86382517.35246533,98386004.43112053,1129384.0353840902
1413158400,98452242.87103577,107311628.02116959,78474366.52090034,82200443.74072818,817587.5694863
1413763200,82761514.61559904,98480490.79895897,74232343.32524028,81740418.36625189,626935.0651017901
1414368000,83154437.1784806,87033333.63573013,57961608.77210098,65919560.89299495,480202.57085247
1414972800,66287895.44928931,86538958.38851136,60595316.562806405,80474582.67938487,21073351.36152598
1415577600,80438393.9414275,95377666.71886624,66286697.714503795,74103955.389499,921521.9972978702
1416182400,73750438.4034841,85679632.59655619,56406728.38226027,80006588.6123499,562625.94703869
1416787200,80043312.91171889,96130035.59900406,70594959.16342059,83855302.85041071,549833.4457109
1417392000,84302447.29037881,89741613.70090039,74165141.16188881,81520019.55008654,1292125.62188204
1417996800,81807444.68908688,83176373.03017765,68604833.29660308,78011813.30336778,718891.92133979
1418601600,76443971.90657702,78531202.31544326,61219527.51180304,71319186.68030469,466988.3568611
1419206400,70309893.99746364,81866353.30283569,67071129.8902865,71169377.23136842,785695.8305089901
1419811200,71157602.97799335,74191167.27372265,56511089.79645165,60184329.12899616,438562.38304353
1420416000,60152160.2037426,69878344.69168085,57355382.86415421,59729417.34799925,697412.5727109099
1421020800,60503286.03608333,62812486.12208941,32015658.634140648,49243558.821295165,506778.9905507699
1421625600,49622550.627186984,63290560.34388256,46907720.33626647,60601810.12473787,373978.3980011701
1422230400,60552951.576841205,74863025.07171322,46170421.7878224,52583040.6768738,713515.61626849
1422835200,53654077.14551108,58546512.83022709,47533657.04994648,50551105.208886586,520876.3940323
1423440000,51046796.56117879,62355725.97808892,48231914.3024578,53678476.04930113,225651.09379126
1424044800,52671619.46926878,59423980.582244396,48226733.33848391,52769568.02975197,523367.99883359007
1424649600,52852793.55708083,65753332.45798435,50166966.129495576,61723102.28476598,233852.19247311
