time,open,high,low,close,Volume
1556668800,53926407680.45955,55330470150.760994,52387733412.715355,53612733203.7137,22046012102.28785
1556755200,53670710951.329956,55113791545.6585,52182098291.62319,53512230185.18063,23112377341.17858
1556841600,53560679616.185905,57692393574.46642,51671925476.4381,55447805428.952774,30497017086.91419
1556928000,55443272289.06874,57854116306.02665,52251215854.76038,54679947304.4292,29107468244.940052
1557014400,54650145821.92427,55658607461.4004,53106276862.52998,54226305262.31583,22992193302.973923
1557100800,54189844010.52002,55797618926.95793,52009469127.35231,54232341007.29025,25870981075.812485
1557187200,54365057557.789734,56989784322.73184,52179722033.31677,53089069487.70312,28145529205.65611
1557273600,52766663449.32147,55151117564.93089,50941692937.21956,53552190588.51005,23200068358.834763
1557360000,53521049673.22267,55307754109.59351,50361300736.21258,52245429304.21119,23978746876.388428
1557446400,52320057749.63652,55421328515.31546,50441423913.49042,53344953420.29735,28970705765.385063
1557532800,53427133958.934006,64164600648.51587,51237624166.458206,59177151566.649445,48923709204.94028
1557619200,59210535998.73117,63034224331.70549,54168424911.000595,57375996317.93826,47435108344.444336
1557705600,57402929249.18863,66448164288.36896,53875138910.29046,60139611562.483246,43624301397.72163
1557792000,60111496793.23965,70279969095.9308,58125309460.92955,66440637047.04726,56302485538.52069
1557878400,66554057584.798996,76206636674.64845,64977006755.37863,73900453179.55865,51445949683.0304
1557964800,73862774981.57184,79571833288.74449,65916810284.50247,70571986076.40472,63324421708.69334
1558051200,70514384754.27275,72754354541.44272,56536730686.729904,66326397188.86038,57148361595.675995
1558137600,66442733076.10594,69092212518.8288,63316518385.06143,65217402554.11843,43382716764.67053
1558224000,65191146649.867035,75065121224.5612,63133767971.990295,71651083577.7991,46630451480.564644
1558310400,71681192087.10196,73118514233.76897,65330444183.05796,69658214258.61826,41658448802.16339
1558396800,69692071496.85913,75438969176.82231,66662081788.78842,71069233245.80954,39482253441.37762
1558483200,71091304696.16513,74207458601.38054,65098512730.43971,67166382667.33155,38603906384.89203
1558569600,67010197059.58254,70663782923.1485,64274921749.66131,68766606808.23984,37358021939.9292
1558656000,68877373717.76294,73984437550.59134,67066549170.964386,70680142415.12564,41863336171.970604
1558742400,70714574792.80858,73325759716.45128,69000312799.87833,70917178440.81819,34202534300.967026
1558828800,70894604454.81503,78136801197.80548,66908169410.68787,74558195562.26306,41273892319.59906
1558915200,74624675862.47632,81404253268.79822,73621308621.14206,78202127285.40231,52701736222.988045
1559001600,78227885810.11382,81626201011.7236,75021987350.00565,79247218643.72888,46455680841.612305
1559088000,79192610931.96237,83607792621.6041,74532400061.38724,81108773725.39932,44451655529.80116
1559174400,81131480240.96259,88588767339.5198,72178392192.58731,76399807697.47473,58278173710.63667
1559260800,76444120537.19382,82066288773.41553,73857207977.25061,80900713444.74673,47575166885.457596
1559347200,80942196719.73926,83316083805.7289,77036101084.15492,79570008661.07614,43501301364.63743
1559433600,79699590541.36493,83774559647.1735,78443829043.59271,81469083083.51103,38042895745.99641
1559520000,81564378455.9517,84566782925.91116,74434342518.9669,76269716246.25504,43564137561.43881
1559606400,76164193841.8989,78067904488.50928,68936985170.65419,72946375810.40446,48064190980.23128
1559692800,73195793773.60889,76814424950.74823,70499790678.21832,74098859844.65909,40411599958.6651
1559779200,74111046933.92134,77480607134.2325,69884591559.16098,75252736574.84259,36154160220.79069
1559865600,75342715965.03253,79629213653.53656,73887566533.41661,76984475582.10329,36790167933.5147
1559952000,76947398032.73912,78636148980.43884,73538172420.95581,75726040116.44133,32047409579.727432
1560038400,75723396647.07042,76861586005.96638,70035049674.29895,72307410246.426,32557092567.610924
1560124800,72367280127.68478,78157959979.41815,70946989201.4834,76504007805.70407,36778331062.80423
1560211200,76578540824.85245,78230566514.47888,72739985220.32927,76049290616.06255,32725136973.723656
1560297600,76221160043.87834,80529376680.76971,74183766140.187,78316386765.63695,36087566620.79264
1560384000,78417102829.53822,82085083556.37189,75733920813.60541,78687267566.80708,35987466252.1699
1560470400,78619906128.39996,82342113047.55652,73979728178.6342,78744325647.21191,35877926473.707085
1560556800,78669143782.15971,82027967852.91216,77334579740.40094,79957725313.20323,34158405579.13394
1560643200,80027350540.60675,85287322328.62956,77252090630.42241,81103912478.11188,41435208311.63401
1560729600,81071610243.64038,86701648153.08032,79043756016.70157,83258015907.44827,29746487637.92286
1560816000,83133406027.9802,85171908658.29709,78163513239.35925,80822308417.52942,30562527358.022816
1560902400,82443712834.41113,85756963815.90297,81092125663.7748,83569001234.25272,26635947566.116673
1560988800,83606124452.04436,86079901495.95755,79564342523.31615,82846351946.514,31324766909.56933
1561075200,82884451681.48665,88472194258.43095,80423080092.42741,85184165724.33649,36496695537.10538
1561161600,85180433265.15605,95867657144.1513,80774238640.4938,89048264000.4954,55222418346.54352
1561248000,89209978389.25763,94351873446.70801,85021689230.61789,87974326392.50998,38674152397.47484
1561334400,87958741622.23819,90955749452.70251,84111381981.5088,88693852358.2708,35055143114.1435
1561420800,89005742989.64066,94280597468.5033,83890640633.81435,88970592054.34174,42690133805.924255
1561507200,88996624580.87347,100954836919.27536,78527001920.3783,86934075795.05902,70963125742.54247
1561593600,86900948013.4484,93425871229.47682,69832928204.45335,77613856050.53569,64376736308.895645
1561680000,77822643619.44615,86316252714.55109,72762337617.63945,81585000213.54855,53969200057.291016
1561766400,81645217168.49379,87130524099.2958,75834491395.54099,83917434316.07239,49282777110.76215
1561852800,83829183971.53505,87435962531.21674,74833898751.60988,77321169743.31137,46710101781.178696
1561939200,77171938394.06734,83417103694.50354,72032263775.17998,78892286886.74826,48517696771.39181
1562025600,79063156205.60114,82806354698.54474,70512624092.12332,77677677201.71678,48967150106.46693
1562112000,77823003051.65356,83773962765.87228,74076370256.78752,79710681448.35132,44687734425.6433
1562198400,79703687609.513,82652718523.16759,74073095916.65353,77129342230.80568,40835087457.88908
1562284800,77136708638.50421,80469352956.58737,74049001173.15836,77123524949.31177,37890076044.97128
1562371200,77250468592.7698,82320940903.90346,75022334836.85986,77820134592.48041,34318801287.045647
1562457600,77835694775.82446,81373149413.42455,76003659869.09145,79464962754.65921,32725459124.72859
1562544000,79603108059.43112,84546787069.2992,75173087155.1269,79951553715.74432,36965306386.77571
1562630400,80056493352.34576,83452695206.32733,75744380584.12231,78881663414.49355,41823132200.46771
1562716800,78887242123.53682,82320502716.62613,68295022204.56815,73616096406.08762,52733382473.03544
1562803200,73562626990.26265,75272539810.7905,63638583298.48682,67887076125.20773,48749276027.40993
